category,image_id,width,height,prompt,bbox_512,num_inference_steps,guidance_scale,seed
hot dog,179898,1024,768,,"[308, 252, 512, 512]",32,3.8404314098044585,1182859276
hot dog,399296,1024,768,,"[480, 0, 512, 512]",31,7.348003341305084,1131072087
hot dog,83531,1023,563,,"[179, 51, 512, 512]",44,3.69262965878422,1827983318
hot dog,581206,766,1024,,"[176, 360, 512, 512]",33,7.666736345881738,1217393872
hot dog,369757,1024,768,,"[182, 256, 512, 512]",10,3.517724977734583,29768455
hot dog,118367,1024,683,,"[221, 27, 512, 512]",16,8.043318237953184,335554307
hot dog,422886,1024,1024,,"[282, 307, 512, 512]",31,9.88966672205119,1130085198
hot dog,452084,769,768,,"[185, 61, 512, 512]",48,9.876146943522146,2002619399
hot dog,24567,768,1024,,"[0, 454, 512, 512]",25,8.945763102970082,807025520
hot dog,538236,1024,684,,"[481, 172, 512, 512]",12,9.21529046605526,126659316
keyboard,416256,1024,768,,"[191, 256, 512, 512]",31,8.832242835730762,1145441010
keyboard,555009,800,600,,"[163, 88, 512, 512]",25,3.5813548817879983,821827540
keyboard,387098,1024,768,,"[355, 240, 512, 512]",26,6.428333350464056,847200043
keyboard,248314,1024,768,,"[88, 75, 512, 512]",24,7.997806746281609,757855135
keyboard,172595,1024,576,,"[237, 23, 512, 512]",35,7.444671666432088,1340589947
keyboard,131138,1024,768,,"[293, 256, 512, 512]",47,9.238421084414568,1938609420
keyboard,119365,768,1024,,"[127, 333, 512, 512]",44,8.743542842645962,1786372013
keyboard,66635,1024,768,,"[329, 256, 512, 512]",48,9.264138661438862,2014448640
keyboard,356432,1023,665,,"[511, 153, 512, 512]",19,1.2392896102083748,500051954
keyboard,154705,1024,743,,"[354, 209, 512, 512]",13,4.935232001165579,168571695
keyboard,472678,1024,768,,"[112, 256, 512, 512]",17,5.364498942795593,388528798
keyboard,316015,1024,819,,"[204, 305, 512, 512]",42,1.5863877763309675,1701289843
keyboard,148620,800,600,,"[258, 88, 512, 512]",22,1.0506344561145364,644859804
keyboard,232088,1024,768,,"[512, 256, 512, 512]",48,8.475592932741314,2038980991
keyboard,345252,1024,766,,"[225, 254, 512, 512]",27,9.84972019857558,906032039
keyboard,524456,1024,768,,"[74, 3, 512, 512]",40,8.061488674054116,1579638338
keyboard,385719,1024,674,,"[0, 162, 512, 512]",32,3.8404314098044585,1182859276
keyboard,9400,1024,768,,"[512, 256, 512, 512]",31,7.348003341305084,1131072087
keyboard,507575,1024,768,,"[260, 190, 512, 512]",44,3.69262965878422,1827983318
keyboard,255165,1024,768,,"[199, 256, 512, 512]",33,7.666736345881738,1217393872
keyboard,135872,1024,683,,"[286, 35, 512, 512]",10,3.517724977734583,29768455
keyboard,179392,768,1024,,"[256, 512, 512, 512]",16,8.043318237953184,335554307
keyboard,553664,800,518,,"[288, 6, 512, 512]",31,9.88966672205119,1130085198
keyboard,97994,1024,683,,"[238, 171, 512, 512]",48,9.876146943522146,2002619399
keyboard,325838,1024,768,,"[296, 214, 512, 512]",25,8.945763102970082,807025520
keyboard,215778,1024,683,,"[249, 133, 512, 512]",12,9.21529046605526,126659316
keyboard,372466,1024,576,,"[0, 0, 512, 512]",20,7.373862226928552,544610078
keyboard,529148,1024,682,,"[0, 170, 512, 512]",19,5.990471895371578,502803994
keyboard,426241,800,600,,"[288, 85, 512, 512]",11,9.309143872631983,78112099
keyboard,9483,1024,768,,"[327, 256, 512, 512]",50,1.807577018688813,2135232880
keyboard,160556,1023,685,,"[390, 173, 512, 512]",29,4.331183906260067,1006074700
keyboard,516916,1024,768,,"[231, 120, 512, 512]",32,6.453450491583366,1171239504
keyboard,465718,1023,687,,"[241, 175, 512, 512]",43,5.29956907226817,1754370252
keyboard,435003,1024,683,,"[269, 169, 512, 512]",30,8.135720924475056,1084998680
keyboard,353096,800,551,,"[141, 39, 512, 512]",46,2.755777541311419,1933072943
keyboard,386912,1024,768,,"[159, 256, 512, 512]",25,1.5602814767499709,825039645
keyboard,37740,1024,768,,"[256, 122, 512, 512]",27,2.138665665159264,914582800
keyboard,301421,1024,683,,"[57, 170, 512, 512]",11,9.665034264254464,86984129
keyboard,189820,1024,683,,"[191, 64, 512, 512]",30,2.194970835064874,1058021795
keyboard,206218,1024,768,,"[512, 150, 512, 512]",29,3.0348849462685425,1014848104
keyboard,570782,1024,683,,"[383, 105, 512, 512]",39,4.393507338605968,1521018998
keyboard,186282,1024,683,,"[144, 171, 512, 512]",28,6.610794772067163,946897390
keyboard,571313,768,1024,,"[0, 341, 512, 512]",23,8.038865176023725,693415842
keyboard,26564,1024,681,,"[245, 169, 512, 512]",17,1.7078400439235306,411317620
keyboard,363461,1024,765,,"[348, 253, 512, 512]",40,9.381137078287315,1594737559
keyboard,333772,1024,768,,"[11, 236, 512, 512]",20,7.865125519139077,548344684
keyboard,302030,1023,574,,"[511, 0, 512, 512]",10,3.888677059518759,27700026
keyboard,147415,1024,768,,"[132, 256, 512, 512]",46,2.7039881748540786,1901078373
keyboard,225757,1024,753,,"[113, 241, 512, 512]",33,6.363575990083298,1245682962
keyboard,371677,1024,768,,"[418, 256, 512, 512]",12,6.352203040853406,143465762
laptop,555009,800,600,,"[0, 88, 512, 512]",31,8.832242835730762,1145441010
laptop,435208,768,1024,,"[52, 217, 512, 512]",25,3.5813548817879983,821827540
laptop,387098,1024,768,,"[356, 169, 512, 512]",26,6.428333350464056,847200043
laptop,24610,1024,768,,"[0, 198, 512, 512]",24,7.997806746281609,757855135
laptop,344100,1000,667,,"[0, 0, 512, 512]",35,7.444671666432088,1340589947
laptop,11813,533,800,,"[0, 288, 512, 512]",47,9.238421084414568,1938609420
laptop,433192,1024,768,,"[159, 124, 512, 512]",44,8.743542842645962,1786372013
laptop,368684,1024,768,,"[0, 256, 512, 512]",48,9.264138661438862,2014448640
laptop,332845,1024,768,,"[229, 165, 512, 512]",19,1.2392896102083748,500051954
laptop,89648,1024,683,,"[512, 2, 512, 512]",13,4.935232001165579,168571695
laptop,379441,1024,768,,"[0, 256, 512, 512]",17,5.364498942795593,388528798
laptop,172595,1024,576,,"[195, 0, 512, 512]",42,1.5863877763309675,1701289843
laptop,16439,1024,768,,"[147, 160, 512, 512]",22,1.0506344561145364,644859804
laptop,413247,1024,681,,"[0, 169, 512, 512]",48,8.475592932741314,2038980991
laptop,131138,1024,768,,"[355, 65, 512, 512]",27,9.84972019857558,906032039
laptop,527427,1024,768,,"[27, 115, 512, 512]",40,8.061488674054116,1579638338
laptop,492110,1024,683,,"[74, 171, 512, 512]",32,3.8404314098044585,1182859276
laptop,166478,1023,681,,"[4, 169, 512, 512]",31,7.348003341305084,1131072087
laptop,154705,1024,743,,"[156, 124, 512, 512]",44,3.69262965878422,1827983318
laptop,77396,1024,768,,"[46, 37, 512, 512]",33,7.666736345881738,1217393872
laptop,519764,1024,768,,"[0, 0, 512, 512]",10,3.517724977734583,29768455
laptop,222299,800,600,,"[288, 0, 512, 512]",16,8.043318237953184,335554307
laptop,292446,612,612,,"[0, 0, 512, 512]",31,9.88966672205119,1130085198
laptop,244833,1023,685,,"[318, 0, 512, 512]",48,9.876146943522146,2002619399
laptop,477805,1024,683,,"[1, 171, 512, 512]",25,8.945763102970082,807025520
laptop,316015,1024,819,,"[0, 307, 512, 512]",12,9.21529046605526,126659316
laptop,564336,1024,576,,"[80, 22, 512, 512]",20,7.373862226928552,544610078
laptop,63602,1024,680,,"[233, 168, 512, 512]",19,5.990471895371578,502803994
laptop,287347,765,1024,,"[0, 512, 512, 512]",11,9.309143872631983,78112099
laptop,148620,800,600,,"[0, 78, 512, 512]",50,1.807577018688813,2135232880
laptop,232088,1024,768,,"[512, 256, 512, 512]",29,4.331183906260067,1006074700
laptop,513688,1024,768,,"[512, 16, 512, 512]",32,6.453450491583366,1171239504
laptop,482970,1024,576,,"[261, 64, 512, 512]",43,5.29956907226817,1754370252
laptop,112798,1023,574,,"[0, 0, 512, 512]",30,8.135720924475056,1084998680
laptop,367095,1024,683,,"[232, 128, 512, 512]",46,2.755777541311419,1933072943
laptop,345252,1024,766,,"[0, 100, 512, 512]",25,1.5602814767499709,825039645
laptop,385719,1024,674,,"[265, 158, 512, 512]",27,2.138665665159264,914582800
laptop,9400,1024,768,,"[349, 256, 512, 512]",11,9.665034264254464,86984129
laptop,507575,1024,768,,"[19, 0, 512, 512]",30,2.194970835064874,1058021795
laptop,4795,1024,768,,"[0, 256, 512, 512]",29,3.0348849462685425,1014848104
laptop,255165,1024,768,,"[0, 256, 512, 512]",39,4.393507338605968,1521018998
laptop,135872,1024,683,,"[129, 101, 512, 512]",28,6.610794772067163,946897390
laptop,497344,800,533,,"[0, 21, 512, 512]",23,8.038865176023725,693415842
laptop,553664,800,518,,"[260, 6, 512, 512]",17,1.7078400439235306,411317620
laptop,553669,1024,768,,"[19, 162, 512, 512]",40,9.381137078287315,1594737559
laptop,97994,1024,683,,"[0, 171, 512, 512]",20,7.865125519139077,548344684
laptop,466125,683,1024,,"[171, 319, 512, 512]",10,3.888677059518759,27700026
laptop,325838,1024,768,,"[495, 169, 512, 512]",46,2.7039881748540786,1901078373
laptop,134882,769,768,,"[257, 230, 512, 512]",33,6.363575990083298,1245682962
laptop,232684,1024,683,,"[26, 171, 512, 512]",12,6.352203040853406,143465762
microwave,425226,768,1024,,"[0, 82, 512, 512]",31,8.832242835730762,1145441010
microwave,488075,1024,768,,"[367, 0, 512, 512]",25,3.5813548817879983,821827540
microwave,522007,1024,768,,"[512, 256, 512, 512]",26,6.428333350464056,847200043
microwave,109976,1024,768,,"[172, 0, 512, 512]",24,7.997806746281609,757855135
microwave,508312,1023,682,,"[511, 93, 512, 512]",35,7.444671666432088,1340589947
microwave,482719,1024,768,,"[512, 0, 512, 512]",47,9.238421084414568,1938609420
microwave,498463,1024,768,,"[512, 91, 512, 512]",44,8.743542842645962,1786372013
microwave,246436,768,1024,,"[192, 287, 512, 512]",48,9.264138661438862,2014448640
microwave,466986,1024,764,,"[0, 135, 512, 512]",19,1.2392896102083748,500051954
microwave,313130,1024,768,,"[471, 26, 512, 512]",13,4.935232001165579,168571695
microwave,397354,1024,768,,"[0, 165, 512, 512]",17,5.364498942795593,388528798
microwave,577584,668,1023,,"[135, 142, 512, 512]",42,1.5863877763309675,1701289843
microwave,216497,1024,768,,"[244, 44, 512, 512]",22,1.0506344561145364,644859804
microwave,571313,768,1024,,"[0, 243, 512, 512]",48,8.475592932741314,2038980991
microwave,207538,800,600,,"[155, 88, 512, 512]",27,9.84972019857558,906032039
microwave,453302,1024,768,,"[155, 161, 512, 512]",40,8.061488674054116,1579638338
microwave,407614,1024,681,,"[351, 75, 512, 512]",32,3.8404314098044585,1182859276
microwave,365766,1024,768,,"[0, 51, 512, 512]",31,7.348003341305084,1131072087
microwave,520264,1024,768,,"[20, 256, 512, 512]",44,3.69262965878422,1827983318
microwave,419653,1024,768,,"[0, 23, 512, 512]",33,7.666736345881738,1217393872
microwave,173008,1024,768,,"[375, 0, 512, 512]",10,3.517724977734583,29768455
microwave,14038,1024,683,,"[59, 171, 512, 512]",16,8.043318237953184,335554307
microwave,445658,1024,683,,"[512, 85, 512, 512]",31,9.88966672205119,1130085198
microwave,215644,1024,768,,"[276, 195, 512, 512]",48,9.876146943522146,2002619399
microwave,91615,1004,667,,"[492, 0, 512, 512]",25,8.945763102970082,807025520
microwave,68833,1024,768,,"[484, 104, 512, 512]",12,9.21529046605526,126659316
microwave,186980,731,1023,,"[219, 126, 512, 512]",20,7.373862226928552,544610078
microwave,237928,731,1024,,"[0, 184, 512, 512]",19,5.990471895371578,502803994
microwave,444275,1024,768,,"[417, 80, 512, 512]",11,9.309143872631983,78112099
motorcycle,402433,1024,682,,"[143, 0, 512, 512]",31,8.832242835730762,1145441010
motorcycle,102411,1024,683,,"[227, 171, 512, 512]",25,3.5813548817879983,821827540
motorcycle,8211,1024,734,,"[58, 121, 512, 512]",26,6.428333350464056,847200043
motorcycle,356387,994,666,,"[148, 154, 512, 512]",24,7.997806746281609,757855135
motorcycle,513580,1024,774,,"[28, 262, 512, 512]",35,7.444671666432088,1340589947
motorcycle,396338,1024,683,,"[341, 124, 512, 512]",47,9.238421084414568,1938609420
motorcycle,433204,1024,768,,"[190, 202, 512, 512]",44,8.743542842645962,1786372013
motorcycle,33854,1024,683,,"[389, 125, 512, 512]",48,9.264138661438862,2014448640
motorcycle,227399,1024,771,,"[512, 165, 512, 512]",19,1.2392896102083748,500051954
motorcycle,69213,1024,683,,"[512, 44, 512, 512]",13,4.935232001165579,168571695
motorcycle,226417,800,533,,"[257, 21, 512, 512]",17,5.364498942795593,388528798
motorcycle,70774,903,600,,"[100, 88, 512, 512]",42,1.5863877763309675,1701289843
motorcycle,203389,720,540,,"[84, 28, 512, 512]",22,1.0506344561145364,644859804
motorcycle,140420,1024,684,,"[424, 172, 512, 512]",48,8.475592932741314,2038980991
motorcycle,7816,1024,683,,"[310, 154, 512, 512]",27,9.84972019857558,906032039
motorcycle,165518,612,612,,"[91, 100, 512, 512]",40,8.061488674054116,1579638338
motorcycle,19109,1023,685,,"[0, 173, 512, 512]",32,3.8404314098044585,1182859276
motorcycle,214192,1023,698,,"[400, 186, 512, 512]",31,7.348003341305084,1131072087
motorcycle,246963,845,555,,"[333, 43, 512, 512]",44,3.69262965878422,1827983318
motorcycle,446651,1024,682,,"[512, 170, 512, 512]",33,7.666736345881738,1217393872
motorcycle,192699,1023,731,,"[511, 219, 512, 512]",10,3.517724977734583,29768455
motorcycle,245448,1024,768,,"[367, 181, 512, 512]",16,8.043318237953184,335554307
motorcycle,296649,1024,683,,"[297, 171, 512, 512]",31,9.88966672205119,1130085198
motorcycle,145620,1023,698,,"[329, 127, 512, 512]",48,9.876146943522146,2002619399
motorcycle,119516,1024,683,,"[512, 157, 512, 512]",25,8.945763102970082,807025520
motorcycle,574702,533,800,,"[21, 288, 512, 512]",12,9.21529046605526,126659316
motorcycle,441586,1024,680,,"[356, 168, 512, 512]",20,7.373862226928552,544610078
motorcycle,135410,768,1024,,"[177, 236, 512, 512]",19,5.990471895371578,502803994
motorcycle,259830,680,1024,,"[0, 477, 512, 512]",11,9.309143872631983,78112099
motorcycle,11511,1023,743,,"[511, 0, 512, 512]",50,1.807577018688813,2135232880
motorcycle,538364,1024,768,,"[448, 195, 512, 512]",29,4.331183906260067,1006074700
motorcycle,177934,1024,768,,"[62, 194, 512, 512]",32,6.453450491583366,1171239504
motorcycle,480021,1024,753,,"[344, 241, 512, 512]",43,5.29956907226817,1754370252
motorcycle,48924,1024,680,,"[345, 155, 512, 512]",30,8.135720924475056,1084998680
motorcycle,147740,800,600,,"[0, 88, 512, 512]",46,2.755777541311419,1933072943
motorcycle,380706,1023,681,,"[280, 169, 512, 512]",25,1.5602814767499709,825039645
motorcycle,178982,1024,683,,"[297, 171, 512, 512]",27,2.138665665159264,914582800
motorcycle,534827,612,612,,"[100, 100, 512, 512]",11,9.665034264254464,86984129
motorcycle,165681,1024,710,,"[433, 198, 512, 512]",30,2.194970835064874,1058021795
motorcycle,18737,800,534,,"[272, 22, 512, 512]",29,3.0348849462685425,1014848104
motorcycle,122166,1024,768,,"[0, 256, 512, 512]",39,4.393507338605968,1521018998
motorcycle,472375,612,612,,"[54, 0, 512, 512]",28,6.610794772067163,946897390
motorcycle,578871,768,1024,,"[256, 0, 512, 512]",23,8.038865176023725,693415842
motorcycle,276284,800,1023,,"[236, 329, 512, 512]",17,1.7078400439235306,411317620
motorcycle,579902,889,1024,,"[172, 469, 512, 512]",40,9.381137078287315,1594737559
motorcycle,54593,1024,683,,"[0, 1, 512, 512]",20,7.865125519139077,548344684
motorcycle,454978,1024,640,,"[33, 128, 512, 512]",10,3.888677059518759,27700026
motorcycle,399205,1024,768,,"[0, 59, 512, 512]",46,2.7039881748540786,1901078373
motorcycle,336232,1024,683,,"[0, 170, 512, 512]",12,6.352203040853406,143465762
motorcycle,226154,822,651,,"[0, 139, 512, 512]",24,3.407215229474313,783154264
mouse,555009,800,600,,"[288, 88, 512, 512]",31,8.832242835730762,1145441010
mouse,387098,1024,768,,"[512, 227, 512, 512]",25,3.5813548817879983,821827540
mouse,409630,1024,768,,"[512, 174, 512, 512]",26,6.428333350464056,847200043
mouse,248314,1024,768,,"[194, 256, 512, 512]",24,7.997806746281609,757855135
mouse,413247,1024,681,,"[198, 169, 512, 512]",35,7.444671666432088,1340589947
mouse,66635,1024,768,,"[512, 256, 512, 512]",47,9.238421084414568,1938609420
mouse,15497,1024,768,,"[59, 256, 512, 512]",44,8.743542842645962,1786372013
mouse,366225,865,1024,,"[353, 512, 512, 512]",48,9.264138661438862,2014448640
mouse,513688,1024,768,,"[512, 233, 512, 512]",19,1.2392896102083748,500051954
mouse,68765,1024,768,,"[0, 0, 512, 512]",13,4.935232001165579,168571695
mouse,524456,1024,768,,"[506, 256, 512, 512]",17,5.364498942795593,388528798
mouse,38576,700,1024,,"[180, 512, 512, 512]",42,1.5863877763309675,1701289843
mouse,9400,1024,768,,"[512, 256, 512, 512]",22,1.0506344561145364,644859804
mouse,215778,1024,683,,"[512, 164, 512, 512]",48,8.475592932741314,2038980991
mouse,372466,1024,576,,"[8, 11, 512, 512]",27,9.84972019857558,906032039
mouse,378099,1024,539,,"[512, 27, 512, 512]",40,8.061488674054116,1579638338
mouse,529148,1024,682,,"[198, 170, 512, 512]",32,3.8404314098044585,1182859276
mouse,294162,768,1024,,"[256, 503, 512, 512]",31,7.348003341305084,1131072087
mouse,549674,1024,768,,"[512, 256, 512, 512]",44,3.69262965878422,1827983318
mouse,554291,1024,684,,"[0, 172, 512, 512]",33,7.666736345881738,1217393872
mouse,465718,1023,687,,"[511, 175, 512, 512]",10,3.517724977734583,29768455
mouse,248631,1024,768,,"[512, 256, 512, 512]",16,8.043318237953184,335554307
mouse,348481,1024,768,,"[512, 91, 512, 512]",31,9.88966672205119,1130085198
mouse,353096,800,551,,"[288, 39, 512, 512]",48,9.876146943522146,2002619399
mouse,301421,1024,683,,"[325, 171, 512, 512]",25,8.945763102970082,807025520
mouse,520077,1024,683,,"[512, 39, 512, 512]",12,9.21529046605526,126659316
mouse,546717,753,1024,,"[7, 512, 512, 512]",20,7.373862226928552,544610078
mouse,340894,1024,768,,"[512, 256, 512, 512]",19,5.990471895371578,502803994
mouse,186282,1024,683,,"[417, 171, 512, 512]",11,9.309143872631983,78112099
mouse,26564,1024,681,,"[457, 169, 512, 512]",50,1.807577018688813,2135232880
mouse,363461,1024,765,,"[130, 253, 512, 512]",29,4.331183906260067,1006074700
mouse,333772,1024,768,,"[382, 256, 512, 512]",32,6.453450491583366,1171239504
mouse,225757,1024,753,,"[303, 241, 512, 512]",43,5.29956907226817,1754370252
mouse,371677,1024,768,,"[512, 256, 512, 512]",30,8.135720924475056,1084998680
mouse,108026,1023,685,,"[5, 0, 512, 512]",46,2.755777541311419,1933072943
mouse,21503,1024,768,,"[512, 0, 512, 512]",25,1.5602814767499709,825039645
orange,529966,1024,673,,"[36, 74, 512, 512]",31,8.832242835730762,1145441010
orange,184384,1024,768,,"[424, 256, 512, 512]",25,3.5813548817879983,821827540
orange,128598,768,1024,,"[256, 512, 512, 512]",26,6.428333350464056,847200043
orange,567898,1023,727,,"[511, 215, 512, 512]",24,7.997806746281609,757855135
orange,231527,601,900,,"[89, 37, 512, 512]",35,7.444671666432088,1340589947
orange,366711,683,1024,,"[107, 359, 512, 512]",47,9.238421084414568,1938609420
orange,560256,1024,768,,"[512, 256, 512, 512]",44,8.743542842645962,1786372013
orange,248980,800,600,,"[74, 39, 512, 512]",48,9.264138661438862,2014448640
orange,167572,1024,680,,"[25, 168, 512, 512]",19,1.2392896102083748,500051954
orange,189078,1000,667,,"[351, 84, 512, 512]",13,4.935232001165579,168571695
orange,217753,1024,768,,"[512, 256, 512, 512]",17,5.364498942795593,388528798
orange,119452,1024,768,,"[0, 256, 512, 512]",42,1.5863877763309675,1701289843
orange,386210,765,1024,,"[164, 123, 512, 512]",22,1.0506344561145364,644859804
orange,509131,1024,680,,"[219, 168, 512, 512]",48,8.475592932741314,2038980991
orange,50896,1024,1024,,"[159, 109, 512, 512]",27,9.84972019857558,906032039
orange,479448,800,600,,"[288, 88, 512, 512]",40,8.061488674054116,1579638338
orange,369370,720,540,,"[30, 0, 512, 512]",32,3.8404314098044585,1182859276
orange,104669,800,600,,"[278, 31, 512, 512]",31,7.348003341305084,1131072087
orange,148707,1024,768,,"[306, 112, 512, 512]",44,3.69262965878422,1827983318
orange,386277,1024,684,,"[292, 124, 512, 512]",33,7.666736345881738,1217393872
orange,462576,1024,768,,"[236, 256, 512, 512]",10,3.517724977734583,29768455
orange,63740,1024,768,,"[200, 243, 512, 512]",16,8.043318237953184,335554307
orange,185599,1024,768,,"[512, 0, 512, 512]",31,9.88966672205119,1130085198
orange,544565,1024,1024,,"[303, 215, 512, 512]",48,9.876146943522146,2002619399
orange,496954,1024,768,,"[512, 9, 512, 512]",25,8.945763102970082,807025520
orange,280891,667,1000,,"[134, 464, 512, 512]",12,9.21529046605526,126659316
orange,409424,768,1024,,"[256, 420, 512, 512]",20,7.373862226928552,544610078
orange,352618,1024,681,,"[461, 169, 512, 512]",19,5.990471895371578,502803994
orange,397681,1024,1024,,"[512, 512, 512, 512]",11,9.309143872631983,78112099
orange,193926,799,595,,"[0, 0, 512, 512]",50,1.807577018688813,2135232880
orange,322959,612,612,,"[100, 0, 512, 512]",29,4.331183906260067,1006074700
orange,110999,574,1024,,"[14, 401, 512, 512]",32,6.453450491583366,1171239504
orange,45472,1023,685,,"[511, 160, 512, 512]",43,5.29956907226817,1754370252
orange,463283,612,612,,"[100, 16, 512, 512]",30,8.135720924475056,1084998680
orange,60855,1024,816,,"[293, 267, 512, 512]",46,2.755777541311419,1933072943
orange,283070,1023,685,,"[241, 89, 512, 512]",25,1.5602814767499709,825039645
orange,276434,1024,683,,"[217, 171, 512, 512]",27,2.138665665159264,914582800
orange,6614,1024,811,,"[183, 70, 512, 512]",11,9.665034264254464,86984129
orange,184791,1024,800,,"[314, 241, 512, 512]",30,2.194970835064874,1058021795
orange,376307,768,1024,,"[0, 313, 512, 512]",29,3.0348849462685425,1014848104
orange,50679,1024,683,,"[129, 74, 512, 512]",39,4.393507338605968,1521018998
oven,243204,768,1024,,"[0, 501, 512, 512]",31,8.832242835730762,1145441010
oven,30213,1024,719,,"[0, 143, 512, 512]",25,3.5813548817879983,821827540
oven,565776,1024,673,,"[255, 148, 512, 512]",26,6.428333350464056,847200043
oven,458768,1024,683,,"[512, 171, 512, 512]",24,7.997806746281609,757855135
oven,262682,683,1024,,"[0, 426, 512, 512]",35,7.444671666432088,1340589947
oven,429598,1024,768,,"[400, 144, 512, 512]",47,9.238421084414568,1938609420
oven,494634,1024,768,,"[140, 0, 512, 512]",44,8.743542842645962,1786372013
oven,397354,1024,768,,"[0, 225, 512, 512]",48,9.264138661438862,2014448640
oven,485424,1024,768,,"[344, 63, 512, 512]",19,1.2392896102083748,500051954
oven,407614,1024,681,,"[340, 169, 512, 512]",13,4.935232001165579,168571695
oven,330818,682,1024,,"[170, 512, 512, 512]",17,5.364498942795593,388528798
oven,137294,1024,683,,"[222, 171, 512, 512]",42,1.5863877763309675,1701289843
oven,186980,731,1023,,"[219, 314, 512, 512]",22,1.0506344561145364,644859804
oven,222825,683,1024,,"[171, 482, 512, 512]",48,8.475592932741314,2038980991
oven,322163,1024,768,,"[34, 0, 512, 512]",27,9.84972019857558,906032039
oven,419974,681,1024,,"[0, 278, 512, 512]",40,8.061488674054116,1579638338
oven,437898,1024,683,,"[447, 171, 512, 512]",32,3.8404314098044585,1182859276
oven,488075,1024,768,,"[355, 33, 512, 512]",31,7.348003341305084,1131072087
oven,384661,800,600,,"[17, 0, 512, 512]",44,3.69262965878422,1827983318
oven,529568,650,867,,"[0, 355, 512, 512]",33,7.666736345881738,1217393872
oven,246436,768,1024,,"[256, 512, 512, 512]",10,3.517724977734583,29768455
oven,226984,1024,683,,"[293, 160, 512, 512]",16,8.043318237953184,335554307
oven,447169,1024,768,,"[0, 256, 512, 512]",31,9.88966672205119,1130085198
oven,365766,1024,768,,"[0, 256, 512, 512]",48,9.876146943522146,2002619399
oven,507081,640,640,,"[128, 128, 512, 512]",25,8.945763102970082,807025520
oven,308430,1024,768,,"[0, 256, 512, 512]",12,9.21529046605526,126659316
oven,445658,1024,683,,"[88, 171, 512, 512]",20,7.373862226928552,544610078
oven,382696,1024,768,,"[246, 164, 512, 512]",19,5.990471895371578,502803994
oven,44279,1000,664,,"[0, 106, 512, 512]",11,9.309143872631983,78112099
oven,84241,1023,634,,"[511, 31, 512, 512]",50,1.807577018688813,2135232880
oven,522007,1024,768,,"[492, 256, 512, 512]",29,4.331183906260067,1006074700
oven,802,679,1024,,"[0, 392, 512, 512]",32,6.453450491583366,1171239504
oven,248111,1024,683,,"[317, 171, 512, 512]",43,5.29956907226817,1754370252
oven,56127,928,1024,,"[43, 360, 512, 512]",30,8.135720924475056,1084998680
oven,419653,1024,768,,"[0, 0, 512, 512]",46,2.755777541311419,1933072943
oven,397133,1024,683,,"[0, 85, 512, 512]",25,1.5602814767499709,825039645
oven,182611,768,1024,,"[0, 289, 512, 512]",27,2.138665665159264,914582800
oven,203095,1024,768,,"[0, 165, 512, 512]",11,9.665034264254464,86984129
oven,280930,1000,664,,"[0, 152, 512, 512]",30,2.194970835064874,1058021795
oven,64868,800,600,,"[262, 88, 512, 512]",29,3.0348849462685425,1014848104
oven,33638,680,1024,,"[168, 512, 512, 512]",39,4.393507338605968,1521018998
oven,237928,731,1024,,"[0, 296, 512, 512]",28,6.610794772067163,946897390
oven,211825,1024,768,,"[512, 10, 512, 512]",23,8.038865176023725,693415842
oven,480122,1024,1024,,"[0, 376, 512, 512]",17,1.7078400439235306,411317620
oven,527750,683,1024,,"[0, 363, 512, 512]",40,9.381137078287315,1594737559
oven,519569,533,800,,"[21, 145, 512, 512]",20,7.865125519139077,548344684
oven,109976,1024,768,,"[137, 111, 512, 512]",10,3.888677059518759,27700026
oven,508312,1023,682,,"[511, 170, 512, 512]",46,2.7039881748540786,1901078373
oven,298396,1024,768,,"[512, 75, 512, 512]",33,6.363575990083298,1245682962
oven,458663,950,631,,"[278, 119, 512, 512]",12,6.352203040853406,143465762
person,532481,800,532,,"[101, 0, 512, 512]",31,8.832242835730762,1145441010
person,385029,800,600,,"[0, 88, 512, 512]",25,3.5813548817879983,821827540
person,311303,1024,683,,"[0, 0, 512, 512]",26,6.428333350464056,847200043
person,393226,1024,768,,"[0, 168, 512, 512]",24,7.997806746281609,757855135
person,532493,1024,653,,"[169, 0, 512, 512]",35,7.444671666432088,1340589947
person,8211,1024,734,,"[456, 165, 512, 512]",47,9.238421084414568,1938609420
person,327701,1023,685,,"[393, 173, 512, 512]",44,8.743542842645962,1786372013
person,434204,1024,683,,"[106, 0, 512, 512]",48,9.264138661438862,2014448640
person,466986,1024,764,,"[305, 218, 512, 512]",19,1.2392896102083748,500051954
person,213035,1024,683,,"[0, 108, 512, 512]",13,4.935232001165579,168571695
person,188465,1023,727,,"[191, 215, 512, 512]",17,5.364498942795593,388528798
person,254016,768,1024,,"[256, 0, 512, 512]",42,1.5863877763309675,1701289843
person,81988,1024,683,,"[372, 140, 512, 512]",22,1.0506344561145364,644859804
person,122962,1024,678,,"[137, 0, 512, 512]",48,8.475592932741314,2038980991
person,442463,768,1024,,"[213, 311, 512, 512]",27,9.84972019857558,906032039
person,311392,1024,683,,"[512, 69, 512, 512]",40,8.061488674054116,1579638338
person,49259,683,1024,,"[104, 0, 512, 512]",32,3.8404314098044585,1182859276
person,368752,768,1024,,"[256, 1, 512, 512]",31,7.348003341305084,1131072087
